comment_id,text,target,aspect,sentiment,opinion_span,intensity
UgxPV4HzKk487us5kex4AaABAg,"Tôi viết cmt này tôi cũng không phải là quá hiểu về rap như những bậc đàn anh. Nhưng tôi biết được cái sự trải đời cơ cực ở đây chắc có karik vs Thai VG thấu được. Những năm đầu của rap Việt được sinh ra chỉ có 3 thể loại để rap: Gia đình, tình yêu,xã hội+ băng đản. Sau này thì có thêm học đường..... Và cảm ơn Alen đã có một bài rap rất hay về gia đình có pha sự cơ cực ngoài xh này. Tôi cũng tự thử nghĩ rằng Alen rap vậy mà chỉ có 1 chọn, tôi không nói về vấn đề hợp hay ko. Nhưng nếu có một người rap như DSK thì liệu rằng ấy ai thấu.................",Alen,PERFORMANCE,positive,có một bài rap rất hay về gia đình,moderate
UgxPV4HzKk487us5kex4AaABAg,"Tôi viết cmt này tôi cũng không phải là quá hiểu về rap như những bậc đàn anh. Nhưng tôi biết được cái sự trải đời cơ cực ở đây chắc có karik vs Thai VG thấu được. Những năm đầu của rap Việt được sinh ra chỉ có 3 thể loại để rap: Gia đình, tình yêu,xã hội+ băng đản. Sau này thì có thêm học đường..... Và cảm ơn Alen đã có một bài rap rất hay về gia đình có pha sự cơ cực ngoài xh này. Tôi cũng tự thử nghĩ rằng Alen rap vậy mà chỉ có 1 chọn, tôi không nói về vấn đề hợp hay ko. Nhưng nếu có một người rap như DSK thì liệu rằng ấy ai thấu.................",DSK,GENERAL,neutral,nếu có một người rap như DSK,mild
UgyOKe0_3U8W1ljx_kx4AaABAg,"Là người thích Hydra từ mùa 1, mùa này mình đã rất trông chờ và mong ngóng tiết mục của bạn. Vì mình rất quý tinh thần tự đóng cửa training bản thân, có đam mê và theo đuổi nó của bản thân bạn. Nhưng thật sự bài vòng này không để lại ấn tượng trong mình. Khiến mình có chút thất vọng, bạn vẫn làm rất tốt cái bạn thường làm. Nhưng thật sự là màn trình diễn này đang đấm nhau với con beat thật. Sau khi nghe xong, 1 lát sau trong đầu mình chẳng đọng lại gì. Beat hay, lyric hay, nhưng 2 cái đó lại không hợp nhau. Thật sự rất tiếc cho tài năng của Hydra",,,,,
Ugz07vQXHXJx2vfXk-Z4AaABAg,"Alen cùng với storytelling trong tác phẩm của anh đã khiến mình cảm động cực kì, lúc nhìn lượt votes từ khán giả 48% tim mình như thắt lại luôn? Và không chỉ riêng mình, có lẽ rất nhiều người khác cũng vậy. Alen đã chuyển tải một câu chuyện lấy ra từ máu, mồ hôi, nước mắt, từ những cơn giày xéo tâm can từ tận đáy lòng anh ấy, và nó đã chạm đến lòng mình; bởi mình cũng từng trải qua cảm giác khi phải TRẢ LỜI cho câu hỏi ấy, nhưng mình may mắn hơn nhiều là điều đó không xảy ra. Anyway, Alen - Ngược dòng nước mắt là một tác phẩm tuyệt vời, respect 🙏",Alen,PERFORMANCE,positive,Alen cùng với storytelling trong tác phẩm của anh đã khiến mình cảm động cực kì,strong
Ugz07vQXHXJx2vfXk-Z4AaABAg,"Alen cùng với storytelling trong tác phẩm của anh đã khiến mình cảm động cực kì, lúc nhìn lượt votes từ khán giả 48% tim mình như thắt lại luôn? Và không chỉ riêng mình, có lẽ rất nhiều người khác cũng vậy. Alen đã chuyển tải một câu chuyện lấy ra từ máu, mồ hôi, nước mắt, từ những cơn giày xéo tâm can từ tận đáy lòng anh ấy, và nó đã chạm đến lòng mình; bởi mình cũng từng trải qua cảm giác khi phải TRẢ LỜI cho câu hỏi ấy, nhưng mình may mắn hơn nhiều là điều đó không xảy ra. Anyway, Alen - Ngược dòng nước mắt là một tác phẩm tuyệt vời, respect 🙏",Alen,STORYTELLING,positive,"Alen đã chuyển tải một câu chuyện lấy ra từ máu, mồ hôi, nước mắt, từ những cơn giày xéo tâm can từ tận đáy lòng anh ấy",strong
Ugz07vQXHXJx2vfXk-Z4AaABAg,"Alen cùng với storytelling trong tác phẩm của anh đã khiến mình cảm động cực kì, lúc nhìn lượt votes từ khán giả 48% tim mình như thắt lại luôn? Và không chỉ riêng mình, có lẽ rất nhiều người khác cũng vậy. Alen đã chuyển tải một câu chuyện lấy ra từ máu, mồ hôi, nước mắt, từ những cơn giày xéo tâm can từ tận đáy lòng anh ấy, và nó đã chạm đến lòng mình; bởi mình cũng từng trải qua cảm giác khi phải TRẢ LỜI cho câu hỏi ấy, nhưng mình may mắn hơn nhiều là điều đó không xảy ra. Anyway, Alen - Ngược dòng nước mắt là một tác phẩm tuyệt vời, respect 🙏",Alen,PERFORMANCE,positive,Alen - Ngược dòng nước mắt là một tác phẩm tuyệt vời,strong
Ugz07vQXHXJx2vfXk-Z4AaABAg,"Alen cùng với storytelling trong tác phẩm của anh đã khiến mình cảm động cực kì, lúc nhìn lượt votes từ khán giả 48% tim mình như thắt lại luôn? Và không chỉ riêng mình, có lẽ rất nhiều người khác cũng vậy. Alen đã chuyển tải một câu chuyện lấy ra từ máu, mồ hôi, nước mắt, từ những cơn giày xéo tâm can từ tận đáy lòng anh ấy, và nó đã chạm đến lòng mình; bởi mình cũng từng trải qua cảm giác khi phải TRẢ LỜI cho câu hỏi ấy, nhưng mình may mắn hơn nhiều là điều đó không xảy ra. Anyway, Alen - Ngược dòng nước mắt là một tác phẩm tuyệt vời, respect 🙏",Alen,PERSONALITY,positive,respect 🙏,mild
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",Bray,TEAMWORK,positive,thí sinh của Bray tiến bộ qua từng tập,moderate
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",DT,PERFORMANCE,positive,"DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi",moderate
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",Captain,PERFORMANCE,positive,Captain vòng 2,moderate
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",Liu Grace,PERFORMANCE,positive,Tập này Liu Grace giỏi,moderate
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",HurryKng,PERFORMANCE,negative,tiếc cho HurryKng quá,moderate
Ugxq6DGBUOPCSiLpQ9d4AaABAg,"Trước chương trình này mình cũng không thích Bray lắm mà xem xong thấy tôn trọng ổng ghê. Nhìn thí sinh của Bray tiến bộ qua từng tập luôn á, ví dụ như DT với Captain, coi vòng chinh phục thật sự không ấn tượng gì luôn mà nhìn vào Captain vòng 2 với bây giờ DT vòng 3 thấy thay đổi thật, bắt đầu để lại ấn tượng rồi ấy. Dù có thắng hay không cũng thấy tiến bộ 🎉🎉🎉
 Trời ơi thật sự quý mọi người luôn, không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng. Tập này Liu Grace giỏi và cũng tiếc cho HurryKng quá....",Rap Việt,SHOW_FORMAT,positive,không bàn đến mấy cái kịch bản gì đó nhưng thật sự mong kết quả dành cho người xứng đáng,moderate
UgwxUR_3D2ZoqAPy2St4AaABAg,"Bài của Hurrykng rất hay, mình đã nghe lại rất nhiều lần. Có thể là trong trường quay khán giả hét to khi Hieuthuhai xuất hiện nên mọi người trong trường quay bị ảnh hưởng và nghĩ Hieuthuhai lấn át Hurrykng, nhưng khi mình nghe ở tại nhà, thì bài nhạc thật sự rất hay, đối với mình, chỉ xét riêng phần của Hurrykng đã rất hay rồi. Tại vì trước giờ mình cũng không thần tượng bất cứ ai, chỉ là thích nghe rap Việt, đây là cảm nhận công tâm của mình. Cố lên Hurrykng, bản rap này thật sự rất hay, rất thành công. Mình sẽ nghe lại rất nhiều lần.",Hurrykng,PERFORMANCE,positive,"bài nhạc thật sự rất hay, đối với mình, chỉ xét riêng phần của Hurrykng đã rất hay rồi",strong
UgwxUR_3D2ZoqAPy2St4AaABAg,"Bài của Hurrykng rất hay, mình đã nghe lại rất nhiều lần. Có thể là trong trường quay khán giả hét to khi Hieuthuhai xuất hiện nên mọi người trong trường quay bị ảnh hưởng và nghĩ Hieuthuhai lấn át Hurrykng, nhưng khi mình nghe ở tại nhà, thì bài nhạc thật sự rất hay, đối với mình, chỉ xét riêng phần của Hurrykng đã rất hay rồi. Tại vì trước giờ mình cũng không thần tượng bất cứ ai, chỉ là thích nghe rap Việt, đây là cảm nhận công tâm của mình. Cố lên Hurrykng, bản rap này thật sự rất hay, rất thành công. Mình sẽ nghe lại rất nhiều lần.",Hurrykng,PERFORMANCE,positive,"Cố lên Hurrykng, bản rap này thật sự rất hay, rất thành công",strong
UgzYsJ1hqO7xhKEbdWF4AaABAg,"Nhờ có Rap Việt mùa 3 lần này mà mình được biết tới và tìm hiểu thêm về chú Thái VG.Từ lúc đầu khi nghe chú Trấn Thành giới thiệu là ""anh cả của rap"" thì mình nghĩ rằng chú Thái là một người rất ngầu,ngầu từ bên trong lẫn bên ngoài và có thể là một người khó gần.Nhưng sau khi xem xong 2 tập của Rap Việt thì mình lại thấy chú Thái là một người có giao diện ngầu lòi nhưng tâm hồn dễ thương:3.Mình rất thích chất giọng của chú ấy,tuy rằng chú nói 2 thứ tiếng khác nhau khiến mình hông hiểu được nhưng mình thấy rất thích :3 Over Hợp",chú Thái VG,PERSONALITY,positive,tâm hồn dễ thương,moderate
UgzYsJ1hqO7xhKEbdWF4AaABAg,"Nhờ có Rap Việt mùa 3 lần này mà mình được biết tới và tìm hiểu thêm về chú Thái VG.Từ lúc đầu khi nghe chú Trấn Thành giới thiệu là ""anh cả của rap"" thì mình nghĩ rằng chú Thái là một người rất ngầu,ngầu từ bên trong lẫn bên ngoài và có thể là một người khó gần.Nhưng sau khi xem xong 2 tập của Rap Việt thì mình lại thấy chú Thái là một người có giao diện ngầu lòi nhưng tâm hồn dễ thương:3.Mình rất thích chất giọng của chú ấy,tuy rằng chú nói 2 thứ tiếng khác nhau khiến mình hông hiểu được nhưng mình thấy rất thích :3 Over Hợp",chú Thái VG,VOCAL,positive,chất giọng của chú ấy,moderate
UgwYGIxSWB9j9z_QgcN4AaABAg,"Con số 48% do khán giả bình chọn qua bài thi của Megashock aka Alen nói lên 1 tình trạng đáng buồn của thế hệ khán giả nghe nhạc Rap hiện giờ. Megashock là rapper duy nhất ở VN có khả năng Rhyme scheme và flow phức tạp gần tiến sát đến đẳng cấp của N9na aka Tech N9ne. Giờ nghe nhạc rap thay vì khen a rapper này rap tốt, flow biến hóa khôn lường, deli hay, word-play đỉnh có nhiều double triple entendre thì lại khen a rapper này đẹp trai, có nhiều tiền, beat hay, nhạc này đi bay lắc ở bar là đúng đỉnh, MV đẹp ghê...Wft??? 😑😑",Megashock,PERFORMANCE,positive,Megashock là rapper duy nhất ở VN có khả năng Rhyme scheme và flow phức tạp gần tiến sát đến đẳng cấp của N9na aka Tech N9ne,strong
UgwYGIxSWB9j9z_QgcN4AaABAg,"Con số 48% do khán giả bình chọn qua bài thi của Megashock aka Alen nói lên 1 tình trạng đáng buồn của thế hệ khán giả nghe nhạc Rap hiện giờ. Megashock là rapper duy nhất ở VN có khả năng Rhyme scheme và flow phức tạp gần tiến sát đến đẳng cấp của N9na aka Tech N9ne. Giờ nghe nhạc rap thay vì khen a rapper này rap tốt, flow biến hóa khôn lường, deli hay, word-play đỉnh có nhiều double triple entendre thì lại khen a rapper này đẹp trai, có nhiều tiền, beat hay, nhạc này đi bay lắc ở bar là đúng đỉnh, MV đẹp ghê...Wft??? 😑😑",khán giả,GENERAL,negative,Con số 48% do khán giả bình chọn qua bài thi của Megashock aka Alen nói lên 1 tình trạng đáng buồn của thế hệ khán giả nghe nhạc Rap hiện giờ,strong
UgwB-bGRtv76kcfjl614AaABAg,"Vương miện chỉ là mũ thôi 
Ngai vàng chỉ là ghế ngồi
Trái đất vẫn quay, ngày cứ trôi
Vì ai đó đã sắp đặt nó như thế rồi...
Ngay lúc nghe được những câu từ trong Truy lùng bảo vật của anh hôm chung kết 1, tôi đã lờ mờ đoán được cái kết của anh. Nhưng vẫn mang hi vọng rằng anh sẽ có cái kết xứng đáng cho tài năng và sự thể hiện của anh. Và kết quả thực sự khó nói. 
Nhưng điều quan trọng không phải thắng thua mà dù anh là quán quân hay á quân thì năng lực của anh vẫn không thể phủ nhận. Mãi dõi theo và ủng hộ anh - 24k Right",Truy lùng bảo vật,SONG,neutral,"Trái đất vẫn quay, ngày cứ trôi",mild
UgwB-bGRtv76kcfjl614AaABAg,"Vương miện chỉ là mũ thôi 
Ngai vàng chỉ là ghế ngồi
Trái đất vẫn quay, ngày cứ trôi
Vì ai đó đã sắp đặt nó như thế rồi...
Ngay lúc nghe được những câu từ trong Truy lùng bảo vật của anh hôm chung kết 1, tôi đã lờ mờ đoán được cái kết của anh. Nhưng vẫn mang hi vọng rằng anh sẽ có cái kết xứng đáng cho tài năng và sự thể hiện của anh. Và kết quả thực sự khó nói. 
Nhưng điều quan trọng không phải thắng thua mà dù anh là quán quân hay á quân thì năng lực của anh vẫn không thể phủ nhận. Mãi dõi theo và ủng hộ anh - 24k Right",anh,PERFORMANCE,positive,tài năng và sự thể hiện của anh,moderate
UgwB-bGRtv76kcfjl614AaABAg,"Vương miện chỉ là mũ thôi 
Ngai vàng chỉ là ghế ngồi
Trái đất vẫn quay, ngày cứ trôi
Vì ai đó đã sắp đặt nó như thế rồi...
Ngay lúc nghe được những câu từ trong Truy lùng bảo vật của anh hôm chung kết 1, tôi đã lờ mờ đoán được cái kết của anh. Nhưng vẫn mang hi vọng rằng anh sẽ có cái kết xứng đáng cho tài năng và sự thể hiện của anh. Và kết quả thực sự khó nói. 
Nhưng điều quan trọng không phải thắng thua mà dù anh là quán quân hay á quân thì năng lực của anh vẫn không thể phủ nhận. Mãi dõi theo và ủng hộ anh - 24k Right",anh,PERFORMANCE,neutral,năng lực của anh vẫn không thể phủ nhận,moderate
UgwB-bGRtv76kcfjl614AaABAg,"Vương miện chỉ là mũ thôi 
Ngai vàng chỉ là ghế ngồi
Trái đất vẫn quay, ngày cứ trôi
Vì ai đó đã sắp đặt nó như thế rồi...
Ngay lúc nghe được những câu từ trong Truy lùng bảo vật của anh hôm chung kết 1, tôi đã lờ mờ đoán được cái kết của anh. Nhưng vẫn mang hi vọng rằng anh sẽ có cái kết xứng đáng cho tài năng và sự thể hiện của anh. Và kết quả thực sự khó nói. 
Nhưng điều quan trọng không phải thắng thua mà dù anh là quán quân hay á quân thì năng lực của anh vẫn không thể phủ nhận. Mãi dõi theo và ủng hộ anh - 24k Right",anh,PERSONALITY,positive,mãi dõi theo và ủng hộ anh,moderate
UgxUN1LvcnYMBh6BndN4AaABAg,"Cảm ơn Rap Việt đã là món ăn tinh thần của mình trong suốt mùa hè này, không chỉ là những bài nhạc chất lượng mà còn là câu chuyện và sự liên kết của tất cả anh em ở RV. Mọi người cùng ekip sx đã cùng góp phần tạo nên một mùa RV siêu cháy. Ai là quán quân đối với mình không quan trọng, chỉ mong sau ct mọi người vẫn sẽ tiếp tục cháy với đam mê và cho ra nhiều sản phẩm chất lượng nữa nhaa. Kết quả có thế nào thì tranh cãi vẫn là điều không thể tránh khỏi, chỉ mong mn nhẹ lời 1 xíu vì với mình tất cả đều XỨNG ĐÁNG.
Tks RV !",,,,,
Ugyp3XqqPDmQ8eeEVSp4AaABAg,"Áng mây cứ trôi
Lênh đênh giữa trời
Giấc mơ này lớn hơn tất cả mọi thứ trên đời.
Bốn bức tường bằng kính trong
Họ nhìn xuyên qua hết rồi
Kéo nhau để mà đến xem
Như những vị khách không mời
Bao lời ngợi khen, lời nhận xét, hận thù
Như giông bão cùng mây đen, và sấm sét gầm gừ.
Ở bên trong là thằng nhóc đang có tìm cách cầm cự.
Lòng đầy hoài nghi ai ở lại khi anh đi đến tận cùng.
Vương miện chỉ là mũ thôi,
ngai vàng chỉ là ghế ngồi.
Trái đất vẫn quay,ngày cứ trôi,
Vì ai đó đã sắp đặt nó như thế rồi...
24 quá đỉnh ❤❤❤❤❤",24,PERFORMANCE,positive,24 quá đỉnh,strong
UgyGIAhxXatMAfV_6n94AaABAg,Excuse me but this is bullshit!! Unobigboi he did an outstanding performance compared whoever that guy Hieu is. I think they all didn’t want to vote for Uno because they don’t want too many contestants in ThaiVG team to attend in the final just to make it fair for the other mentors and if that’s the case then that’s not fair for Unobigboi. That Hieu guy didn’t even use a tranding word/saying and did his “quote” even got tranding? Disappointed decision from the show that they didn’t let Uno into the final.,Unobigboi,PERFORMANCE,positive,he did an outstanding performance,strong
UgyGIAhxXatMAfV_6n94AaABAg,Excuse me but this is bullshit!! Unobigboi he did an outstanding performance compared whoever that guy Hieu is. I think they all didn’t want to vote for Uno because they don’t want too many contestants in ThaiVG team to attend in the final just to make it fair for the other mentors and if that’s the case then that’s not fair for Unobigboi. That Hieu guy didn’t even use a tranding word/saying and did his “quote” even got tranding? Disappointed decision from the show that they didn’t let Uno into the final.,Hieu,PERFORMANCE,negative,that guy Hieu is. I think they all didn’t want to vote for Uno because they don’t want too many contestants in ThaiVG team to attend in the final just to make it fair for the other mentors and if that’s the case then that’s not fair for Unobigboi. That Hieu guy didn’t even use a tranding word/saying and did his “quote” even got tranding,strong
UgyGIAhxXatMAfV_6n94AaABAg,Excuse me but this is bullshit!! Unobigboi he did an outstanding performance compared whoever that guy Hieu is. I think they all didn’t want to vote for Uno because they don’t want too many contestants in ThaiVG team to attend in the final just to make it fair for the other mentors and if that’s the case then that’s not fair for Unobigboi. That Hieu guy didn’t even use a tranding word/saying and did his “quote” even got tranding? Disappointed decision from the show that they didn’t let Uno into the final.,Rap Việt,SHOW_FORMAT,negative,Disappointed decision from the show that they didn’t let Uno into the final,strong
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,PERFORMANCE,positive,lyric rồi,mild
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,PERFORMANCE,positive,chorus bắt tai,mild
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,PERFORMANCE,positive,tiềm năng,moderate
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,PERFORMANCE,positive,write lyric thông minh,moderate
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,GENERAL,positive,sẽ nhanh nổi tiếng và phát triển sự nghiệp,moderate
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Hurry,GENERAL,positive,fit with public,moderate
Ugy287Ro7iuqCEz-hB94AaABAg,"Trước chỉ biết đến Hurrykng là bạn diễn cùng Hiếu thôi, nhưng từ bài Hãy yêu tôi bây giờ của Hurry ở vòng 1 mình đã ấn tượng Lyric rồi. Đến vòng này thì thật sự thấy bạn Hurry quá tiềm năng, viết lyric thông minh, chorus bắt tai. Mà đa phần các rapper mà làm nhạc kiểu này thì sẽ rất dễ nổi tiếng vì nó phù hợp với công chúng nhiều hơn. Sẽ nhanh nổi tiếng và phát triển sự nghiệp dễ hơn là những rapper thiên quá nhiều về kỹ thuật với chiều sâu của bài nhạc. Mn cứ để ý các rapper từ mùa 1 rapviet là thấy ngay",Rap Việt,SHOW_FORMAT,positive,mn cứ để ý các rapper từ mùa 1 rapviet,moderate
UgyhHYLLQfJkWMRqYHd4AaABAg,"Respect Yuno. Ý tưởng sáng tạo quá độc đáo, quá hào hùng. Việc đem cải lương lên sân khấu RV là lần đầu tiên thấy. Mọi thể loại âm nhạc đều có phong cách riêng nhưng vẫn có tiếng nói chung là cảm xúc, ý nghĩa. 
Khi anh ca cải lương cất giọng lên thật  quá hay, vừa hoài niệm, vừa hào hùng. Nhưng đó cũng là điểm bất lợi cho Yuno. Cải lương quá hay nhưng đến ver rap của Yuno thì bị chìm xuống. Khi cải lương vừa xuất hiện như thể phần trước của Yuno bị lưu mờ, phần sau cũng kh khiến ngta hào hứng.Incredible",Yuno,PERFORMANCE,positive,"Ý tưởng sáng tạo quá độc đáo, quá hào hùng",strong
UgyhHYLLQfJkWMRqYHd4AaABAg,"Respect Yuno. Ý tưởng sáng tạo quá độc đáo, quá hào hùng. Việc đem cải lương lên sân khấu RV là lần đầu tiên thấy. Mọi thể loại âm nhạc đều có phong cách riêng nhưng vẫn có tiếng nói chung là cảm xúc, ý nghĩa. 
Khi anh ca cải lương cất giọng lên thật  quá hay, vừa hoài niệm, vừa hào hùng. Nhưng đó cũng là điểm bất lợi cho Yuno. Cải lương quá hay nhưng đến ver rap của Yuno thì bị chìm xuống. Khi cải lương vừa xuất hiện như thể phần trước của Yuno bị lưu mờ, phần sau cũng kh khiến ngta hào hứng.Incredible",Yuno,PERFORMANCE,positive,"anh ca cải lương cất giọng lên thật  quá hay, vừa hoài niệm, vừa hào hùng",moderate
